1991.0,1.0,1.0,0.0,4.4,65.0,3.875,145.0,0.0,0.0,15.0,30.0,19.598848,25.017408,0.0,0.0,618.6536
1991.0,1.0,1.0,0.0,4.8,61.0,4.65,160.0,0.0,0.0,22.0,23.0,20.087936,24.112528,0.0,0.0,630.3887
1991.0,1.0,1.0,0.0,5.2,57.0,5.425,175.0,0.0,0.0,19.0,26.0,19.161602,25.333399,0.0,0.0,646.84155
1991.0,1.0,1.0,1.0,5.6,53.0,6.2,190.0,0.0,0.0,16.0,29.0,18.514568,25.94964,0.0,0.0,689.98737
1991.0,1.0,1.0,1.0,5.35,54.25,6.05,192.5,0.0,0.0,21.0,24.0,19.24377,24.477444,0.0,0.0,774.14105
1991.0,1.0,1.0,1.0,5.1,55.5,5.9,195.0,0.0,0.0,22.0,23.0,19.612549,23.841494,0.0,0.0,793.5008
1991.0,1.0,1.0,1.0,4.85,56.75,5.75,197.5,0.0,0.0,20.0,25.0,19.775906,23.458279,0.0,0.0,795.6132
1991.0,1.0,1.0,2.0,4.6,58.0,5.6,200.0,0.0,0.0,15.0,30.0,18.581118,25.154266,0.0,0.0,851.6297
1991.0,1.0,1.0,2.0,4.375,59.5,5.2,187.5,0.0,0.0,15.0,30.0,18.005877,25.990322,0.0,0.0,947.5997
1991.0,1.0,1.0,2.0,4.15,61.0,4.8,175.0,0.0,0.0,19.0,26.0,18.706142,24.736172,0.0,0.0,1007.3331
1991.0,1.0,1.0,2.0,3.925,62.5,4.4,162.5,0.0,0.0,17.0,28.0,18.550756,24.945498,0.0,0.0,1007.3331
1991.0,1.0,1.0,3.0,3.7,64.0,4.0,150.0,0.0,0.0,19.0,26.0,18.969524,24.326231,0.0,0.0,1007.3331
1991.0,1.0,1.0,3.0,3.325,65.5,3.75,147.5,0.0,0.0,17.0,28.0,18.395227,25.214512,0.0,0.0,1007.3331
1991.0,1.0,1.0,3.0,2.95,67.0,3.5,145.0,0.0,0.0,17.0,28.0,18.030287,25.786932,0.0,0.0,1007.3331
1991.0,1.0,1.0,3.0,2.575,68.5,3.25,142.5,0.0,0.0,21.0,21.0,18.874887,24.454956,0.0,0.0,1007.3331
1991.0,1.0,1.0,4.0,2.2,70.0,3.0,140.0,0.0,0.0,19.0,26.0,19.015497,24.22997,0.0,0.0,1007.3331
1991.0,1.0,1.0,4.0,1.95,71.0,2.975,157.5,0.0,0.0,22.0,22.0,19.420164,23.62124,0.0,0.0,1017.3331
1991.0,1.0,1.0,4.0,1.7,72.0,2.95,175.0,0.0,0.0,21.0,24.0,19.752079,23.126501,0.0,0.0,1067.3331
1991.0,1.0,1.0,4.0,1.45,73.0,2.925,192.5,0.0,0.0,17.0,28.0,18.698341,24.694204,0.0,0.0,1117.3331
1991.0,1.0,1.0,5.0,1.2,74.0,2.9,210.0,0.0,0.0,21.0,21.0,19.342144,23.709888,0.0,0.0,1167.3331
1991.0,1.0,1.0,5.0,1.1,75.0,2.775,210.0,0.0,0.0,18.0,27.0,18.445768,25.070927,0.0,0.0,1187.3331
1991.0,1.0,1.0,5.0,1.0,76.0,2.65,210.0,0.0,0.0,19.0,26.0,18.956944,24.273554,0.0,0.0,1207.3331
1991.0,1.0,1.0,5.0,0.9,77.0,2.525,210.0,0.0,0.0,15.0,30.0,18.24049,25.379461,0.0,0.0,1227.3331
1991.0,1.0,1.0,6.0,0.8,78.0,2.4,210.0,0.0,0.0,22.0,22.0,18.886177,24.367601,0.0,0.0,1247.3331
1991.0,1.0,1.0,6.0,0.975,76.75,2.5,197.5,0.0,0.0,20.0,25.0,19.400517,23.488869,0.0,0.0,463.3824
1991.0,1.0,1.0,6.0,1.15,75.5,2.6,185.0,0.0,0.0,21.0,21.0,19.564919,23.102732,0.0,0.0,428.3824
1991.0,1.0,1.0,6.0,1.325,74.25,2.7,172.5,0.0,0.0,21.0,24.0,19.625721,22.876701,0.0,0.0,393.3824
1991.0,1.0,1.0,7.0,1.5,73.0,2.8,160.0,0.0,0.0,20.0,25.0,19.69169,22.662266,0.0,0.0,358.3824
1991.0,1.0,1.0,7.0,1.25,73.0,2.925,167.5,0.0,0.0,21.0,24.0,19.749079,22.445234,0.0,0.0,408.3824
1991.0,1.0,1.0,7.0,1.0,73.0,3.05,175.0,1.0,133.0,22.0,22.0,19.78052,22.314264,0.0,0.0,458.3824
1991.0,1.0,1.0,7.0,0.75,73.0,3.175,182.5,9.25,242.5,21.0,24.0,19.837603,22.107004,0.0,0.0,508.3824
1991.0,1.0,1.0,8.0,0.5,73.0,3.3,190.0,17.5,352.0,16.0,29.0,18.601454,23.724068,0.0,0.0,558.3824
1991.0,1.0,1.0,8.0,1.8,67.75,3.3,217.5,25.75,461.5,22.0,23.0,20.096123,22.29114,11.0,0.0,890.2833
1991.0,1.0,1.0,8.0,3.1,62.5,3.3,245.0,34.0,571.0,20.0,25.0,20.001057,23.231619,11.0,0.0,837.55774
1991.0,1.0,1.0,8.0,4.4,57.25,3.3,272.5,41.5,605.75,18.0,27.0,19.955217,23.886744,11.0,0.0,837.55774
1991.0,1.0,1.0,9.0,5.7,52.0,3.3,300.0,49.0,640.5,16.0,29.0,20.135334,24.1059,11.0,0.0,837.55774
1991.0,1.0,1.0,9.0,6.0,50.75,3.65,295.0,56.5,675.25,21.0,24.0,21.049206,23.620775,11.0,0.0,858.767
1991.0,1.0,1.0,9.0,6.3,49.5,4.0,290.0,64.0,710.0,22.0,22.0,21.906174,22.763071,11.0,0.0,858.767
1991.0,1.0,1.0,9.0,6.6,48.25,4.35,285.0,76.25,707.75,21.0,24.0,21.838783,23.679255,11.0,0.0,858.767
1991.0,1.0,1.0,10.0,6.9,47.0,4.7,280.0,88.5,705.5,18.0,27.0,21.992197,23.686756,11.0,0.0,858.767
1991.0,1.0,1.0,10.0,7.65,46.25,5.1,240.0,100.75,703.25,17.0,28.0,22.341337,23.859776,11.0,0.0,858.767
1991.0,1.0,1.0,10.0,8.4,45.5,5.5,200.0,113.0,701.0,20.0,25.0,22.694475,24.004457,11.0,0.0,845.5521
1991.0,1.0,1.0,10.0,9.15,44.75,5.9,160.0,112.25,748.75,21.0,21.0,22.86669,24.222383,11.0,0.0,1007.3331
1991.0,1.0,1.0,11.0,9.9,44.0,6.3,120.0,111.5,796.5,18.0,27.0,23.42207,24.056347,11.0,0.0,710.2721
1991.0,1.0,1.0,11.0,10.625,41.5,6.4,120.0,110.75,844.25,22.0,23.0,23.487291,24.056526,8.8,0.0,888.7186
1991.0,1.0,1.0,11.0,11.35,39.0,6.5,120.0,110.0,892.0,15.0,30.0,24.227205,23.272709,8.8,0.0,490.73697
1991.0,1.0,1.0,11.0,12.075,36.5,6.6,120.0,121.5,846.75,16.0,29.0,25.000444,22.678091,8.8,0.0,432.06488
1991.0,1.0,1.0,12.0,12.8,34.0,6.7,120.0,133.0,801.5,19.0,26.0,25.664997,22.137005,8.8,0.0,381.53317
1991.0,1.0,1.0,12.0,13.125,33.25,6.7,100.0,144.5,756.25,19.0,26.0,25.98754,21.257622,4.4,0.0,285.37283
1991.0,1.0,1.0,12.0,13.45,32.5,6.7,80.0,156.0,711.0,21.0,24.0,25.40908,20.244625,4.4,0.0,861.9267
1991.0,1.0,1.0,12.0,13.775,31.75,6.7,60.0,135.0,776.25,18.0,27.0,26.676004,18.998072,4.4,0.0,229.09862
1991.0,1.0,1.0,13.0,14.1,31.0,6.7,40.0,114.0,841.5,16.0,29.0,27.708456,17.968391,4.4,0.0,175.12805
1991.0,1.0,1.0,13.0,14.125,30.75,6.15,17.5,93.0,906.75,21.0,21.0,27.22769,18.10456,8.8,0.0,1007.3331
1991.0,1.0,1.0,13.0,14.15,30.5,5.6,355.0,72.0,972.0,16.0,29.0,28.68384,17.191711,8.8,0.0,245.13023
1991.0,1.0,1.0,13.0,14.175,30.25,5.05,332.5,68.0,973.75,16.0,29.0,28.991505,16.93454,8.8,0.0,311.20178
1991.0,1.0,1.0,14.0,14.2,30.0,4.5,310.0,64.0,975.5,17.0,28.0,28.771158,16.684175,8.8,0.0,402.2918
1991.0,1.0,1.0,14.0,14.4,29.75,4.375,305.0,60.0,977.25,22.0,22.0,29.116411,16.358505,11.0,0.0,1007.3331
